COMPANY_CODE;RECEIVE_NUMBER;LINE_NUMBER;ORDER_LINE_NUMBER;UNIT_PRICE;SPECIAL_INST_PRICE;METS_PRICE;CUT_EDGE_PRICE;JOB_INST_PRICE;MOUNT_PRICE;DISCOUNT_AMOUNT;SPECIAL_INST_DISC_AMOUNT;MOUNT_DISC_AMOUNT;METS_DISC_AMOUNT;CUT_EDGE_DISC_AMOUNT;JOB_INST_DISC_AMOUNT;METS_DISC_RATE;CUT_EDGE_DISC_RATE;JOB_INST_DISC_RATE;MOUNT_DISC_RATE;COMPLETE_FRAME_PRICE;COMPLETE_FRAME_DISC_AMOUNT;COMPLETE_FRAME_DISC_RATE;TAX_RATE;TAX_AMOUNT
AB31;11451706;2;2;11709.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB31;24980468;1;1;4500.00;0.00;0.00;300.00;0.00;925.00;0.00;0.00;139.00;0.00;45.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB31;24980468;2;2;4500.00;0.00;0.00;300.00;0.00;925.00;0.00;0.00;139.00;0.00;45.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB31;24980469;1;1;1035.00;0.00;0.00;300.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB31;24980469;2;2;1035.00;0.00;0.00;300.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB37;11451707;1;1;5050.00;0.00;0.00;0.00;0.00;700.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB37;11451707;2;2;5050.00;0.00;0.00;0.00;0.00;700.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB37;11451708;1;1;7950.00;0.00;0.00;0.00;0.00;700.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB37;11451708;2;2;7950.00;0.00;0.00;0.00;0.00;700.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB31;24980470;1;1;100.00;0.00;0.00;300.00;0.00;200.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB31;24980470;2;2;100.00;0.00;0.00;300.00;0.00;200.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB31;24980471;1;1;11000.00;0.00;0.00;0.00;0.00;300.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB31;24980471;2;2;11000.00;0.00;0.00;0.00;0.00;300.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB37;11451709;1;1;3600.00;0.00;0.00;0.00;0.00;1700.00;1260.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB37;11451709;2;2;3600.00;0.00;0.00;0.00;0.00;1700.00;1260.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB37;11451710;1;1;5354.00;0.00;0.00;0.00;0.00;700.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB37;11451710;2;2;5354.00;0.00;0.00;0.00;0.00;700.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB31;24980472;1;1;140.00;0.00;0.00;200.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB31;24980472;2;2;140.00;0.00;0.00;200.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB31;24980473;1;1;740.00;0.00;0.00;0.00;0.00;330.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB31;24980473;2;2;740.00;0.00;0.00;0.00;0.00;330.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB31;11451712;1;1;1550.00;0.00;0.00;300.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB31;11451712;2;2;1550.00;0.00;0.00;300.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB31;24980474;1;1;6869.00;0.00;0.00;0.00;0.00;400.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB31;24980474;2;2;6869.00;0.00;0.00;0.00;0.00;400.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB37;11451713;1;1;2900.00;0.00;0.00;0.00;0.00;700.00;1305.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB37;11451713;2;2;2900.00;0.00;0.00;0.00;0.00;700.00;1305.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB31;11451714;1;1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB31;11451714;2;2;5450.00;0.00;0.00;0.00;0.00;2000.00;5450.00;0.00;2000.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB37;11451715;1;1;3600.00;0.00;0.00;0.00;0.00;1100.00;1260.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB37;11451715;2;2;3600.00;0.00;0.00;0.00;0.00;1100.00;1260.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB37;11451716;1;1;9000.00;0.00;0.00;0.00;0.00;700.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB37;11451716;2;2;9000.00;0.00;0.00;0.00;0.00;700.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB31;24980475;1;1;5250.00;0.00;0.00;300.00;0.00;105.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB31;24980475;2;2;5250.00;0.00;0.00;300.00;0.00;105.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB37;24980476;1;1;3100.00;0.00;0.00;0.00;0.00;700.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB37;24980476;2;2;3100.00;0.00;0.00;0.00;0.00;700.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB31;24980477;1;1;9712.00;0.00;0.00;300.00;0.00;105.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB31;24980477;2;2;9712.00;0.00;0.00;300.00;0.00;105.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB31;11451700;1;1;200.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB31;11451700;2;2;200.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB31;11451700;3;3;200.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB31;11451700;4;4;200.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB31;11451700;5;5;200.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB31;11451701;1;1;200.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB31;11451701;2;2;200.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB31;11451711;1;1;5500.00;0.00;0.00;0.00;0.00;0.00;1650.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB31;11451711;2;2;5500.00;0.00;0.00;0.00;0.00;0.00;1650.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB31;24978930;1;1;125.00;0.00;0.00;120.00;0.00;180.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB31;24978930;2;2;125.00;0.00;0.00;120.00;0.00;180.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB31;11451064;1;1;3970.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB31;11451064;2;2;3970.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB31;24978931;1;1;1800.00;0.00;0.00;300.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB31;24978931;2;2;1800.00;0.00;0.00;300.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB31;11451065;1;1;7250.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB31;11451065;2;2;7250.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB31;11451066;1;1;300.00;0.00;0.00;0.00;0.00;400.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB31;11451066;2;2;300.00;0.00;0.00;0.00;0.00;400.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB37;24978932;1;1;1650.00;0.00;0.00;400.00;0.00;0.00;450.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB37;24978932;2;2;1650.00;0.00;0.00;400.00;0.00;0.00;450.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB37;24978933;1;1;8800.00;0.00;0.00;0.00;0.00;700.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB37;24978933;2;2;8800.00;0.00;0.00;0.00;0.00;700.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB31;24978934;1;1;100.00;0.00;0.00;300.00;0.00;200.00;100.00;0.00;200.00;0.00;300.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB31;24978934;2;2;100.00;0.00;0.00;300.00;0.00;200.00;100.00;0.00;200.00;0.00;300.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB31;11451067;1;1;2825.00;0.00;0.00;0.00;0.00;450.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB31;11451067;2;2;2825.00;0.00;0.00;0.00;0.00;450.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB31;24978935;1;1;125.00;0.00;0.00;120.00;0.00;180.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB31;24978935;2;2;125.00;0.00;0.00;120.00;0.00;180.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB31;24978936;1;1;3000.00;0.00;0.00;0.00;0.00;450.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB31;24978936;2;2;3000.00;0.00;0.00;0.00;0.00;450.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB37;24978937;1;1;1573.00;0.00;0.00;0.00;0.00;700.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB37;24978937;2;2;1573.00;0.00;0.00;0.00;0.00;700.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB37;24978892;1;1;5700.00;0.00;0.00;400.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB37;24978892;2;2;5700.00;0.00;0.00;400.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB31;24978893;1;1;100.00;0.00;0.00;300.00;0.00;200.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB31;24978893;2;2;100.00;0.00;0.00;300.00;0.00;200.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB37;11451058;1;1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB37;11451058;2;2;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB37;24978894;1;1;8800.00;0.00;0.00;0.00;0.00;1100.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB37;24978894;2;2;8800.00;0.00;0.00;0.00;0.00;1100.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB31;24978895;1;1;100.00;0.00;0.00;300.00;0.00;200.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB31;24978895;2;2;100.00;0.00;0.00;300.00;0.00;200.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB37;24978896;1;1;402.00;0.00;0.00;400.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB37;24978896;2;2;402.00;0.00;0.00;400.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB31;24978897;1;1;100.00;0.00;0.00;300.00;0.00;200.00;0.00;0.00;200.00;0.00;300.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB31;24978897;2;2;100.00;0.00;0.00;300.00;0.00;200.00;0.00;0.00;200.00;0.00;300.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB31;24978898;1;1;840.00;0.00;0.00;251.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB31;24978898;2;2;840.00;0.00;0.00;251.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB31;24978899;1;1;250.00;0.00;0.00;300.00;0.00;60.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB31;24978899;2;2;250.00;0.00;0.00;300.00;0.00;60.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB31;24981187;1;1;1800.00;0.00;0.00;0.00;0.00;330.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB31;24981187;2;2;1800.00;0.00;0.00;0.00;0.00;330.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB31;24981188;1;1;290.00;0.00;0.00;251.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB31;24981188;2;2;290.00;0.00;0.00;251.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB31;24981189;1;1;250.00;0.00;0.00;300.00;0.00;60.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB31;24981189;2;2;250.00;0.00;0.00;300.00;0.00;60.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB31;24981190;1;1;2400.00;0.00;0.00;251.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB31;24981190;2;2;2400.00;0.00;0.00;251.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB31;24981191;1;1;2200.00;0.00;0.00;251.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB31;24981191;2;2;2200.00;0.00;0.00;251.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB31;24980675;1;1;12900.00;0.00;0.00;0.00;0.00;405.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB31;24980675;2;2;12900.00;0.00;0.00;0.00;0.00;405.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB31;24980677;1;1;1150.00;0.00;0.00;200.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB31;24980677;2;2;1150.00;0.00;0.00;200.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB31;24980678;1;1;125.00;0.00;0.00;300.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB31;24980678;2;2;125.00;0.00;0.00;300.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB31;24980679;1;1;100.00;0.00;0.00;300.00;0.00;200.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB31;24980679;2;2;100.00;0.00;0.00;300.00;0.00;200.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB31;11451812;1;1;3150.00;0.00;0.00;0.00;0.00;450.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB31;11451812;2;2;3150.00;0.00;0.00;0.00;0.00;450.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB31;24980680;1;1;1450.00;0.00;0.00;300.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB31;24980680;2;2;1450.00;0.00;0.00;300.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB31;24980681;1;1;1050.00;0.00;0.00;300.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB31;24980681;2;2;1050.00;0.00;0.00;300.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB31;24980682;1;1;9500.00;0.00;0.00;0.00;0.00;405.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB31;24980682;2;2;9500.00;0.00;0.00;0.00;0.00;405.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB31;24980683;1;1;4372.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB31;24980683;2;2;4372.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB31;24980684;1;1;1275.00;0.00;0.00;150.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB31;24980684;2;2;1275.00;0.00;0.00;150.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB31;24980685;1;1;4872.00;0.00;0.00;0.00;0.00;400.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB31;24980685;2;2;4872.00;0.00;0.00;0.00;0.00;400.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB31;24980686;1;1;350.00;0.00;0.00;200.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB31;24980686;2;2;350.00;0.00;0.00;200.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB31;24980687;1;1;290.00;0.00;0.00;251.00;0.00;79.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB31;24980687;2;2;290.00;0.00;0.00;251.00;0.00;79.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB31;24980688;1;1;7399.00;0.00;0.00;300.00;0.00;100.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB31;24980688;2;2;7399.00;0.00;0.00;300.00;0.00;100.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB31;24980689;1;1;1100.00;0.00;0.00;0.00;0.00;800.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB31;24980689;2;2;1100.00;0.00;0.00;0.00;0.00;800.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB31;24980690;1;1;100.00;0.00;0.00;300.00;0.00;200.00;100.00;0.00;200.00;0.00;300.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB31;24980690;2;2;100.00;0.00;0.00;300.00;0.00;200.00;100.00;0.00;200.00;0.00;300.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB31;11451813;1;1;5850.00;0.00;0.00;0.00;0.00;400.00;5850.00;0.00;400.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB31;11451813;2;2;5850.00;0.00;0.00;0.00;0.00;400.00;5850.00;0.00;400.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB31;24980691;1;1;1987.00;0.00;0.00;300.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB31;24980691;2;2;1987.00;0.00;0.00;300.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB31;24980692;1;1;2700.00;0.00;0.00;300.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB31;24980692;2;2;2700.00;0.00;0.00;300.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB31;24980693;1;1;14650.00;0.00;0.00;0.00;0.00;0.00;4832.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB31;24980693;2;2;14650.00;0.00;0.00;0.00;0.00;0.00;4832.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB31;24980694;1;1;3150.00;0.00;0.00;300.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB31;24980694;2;2;3150.00;0.00;0.00;300.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB31;24980695;1;1;6700.00;0.00;0.00;0.00;0.00;500.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB31;24980695;2;2;6700.00;0.00;0.00;0.00;0.00;500.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB31;24980696;1;1;6454.00;0.00;0.00;300.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB31;24980696;2;2;6454.00;0.00;0.00;300.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB31;24980697;1;1;2350.00;0.00;0.00;0.00;0.00;405.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB31;24980697;2;2;2350.00;0.00;0.00;0.00;0.00;405.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB31;24980698;1;1;9500.00;0.00;0.00;300.00;0.00;105.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB31;24980698;2;2;9500.00;0.00;0.00;300.00;0.00;105.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB31;11451814;1;1;1350.00;0.00;0.00;0.00;0.00;800.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB31;11451814;2;2;1350.00;0.00;0.00;0.00;0.00;800.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB31;24980700;1;1;1500.00;0.00;0.00;251.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB31;24980700;2;2;1500.00;0.00;0.00;251.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB31;24980701;1;1;6850.00;0.00;0.00;0.00;0.00;400.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB31;24980701;2;2;6850.00;0.00;0.00;0.00;0.00;400.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB31;24980702;1;1;1380.00;0.00;0.00;0.00;0.00;800.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB31;24980702;2;2;1380.00;0.00;0.00;0.00;0.00;800.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB31;11451815;1;1;13100.00;0.00;0.00;0.00;0.00;1900.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB31;11451815;2;2;13100.00;0.00;0.00;0.00;0.00;1900.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
