COMPANY_CODE;RECEIVE_NUMBER;RECEIVE_DATE;ORDER_LAYOUT_TYPE;TOTAL_GROSS_AMOUNT;TOTAL_DISCOUNT_AMOUNT;TOTAL_NET_AMOUNT;TOTAL_TAX_AMOUNT;PACKING_POSTING_AMOUNT;PACKING_POSTING_TAX_AMOUNT;TOTAL_INVOICE_AMOUNT;TOTAL_DETAIL_LINE_COUNT
AB31;24980654;20230530;ST;800.00;0.00;800.00;0.00;0.00;0.00;800.00;2
AB31;24980664;20230530;ST;322.00;0.00;322.00;0.00;0.00;0.00;322.00;2
AB31;24980674;20230530;ST;4000.00;3240.00;760.00;0.00;0.00;0.00;760.00;2
AB31;24980146;20230530;RX;850.00;0.00;850.00;0.00;0.00;0.00;0.00;2
AB31;24980809;20230530;RX;1900.00;0.00;1900.00;0.00;0.00;0.00;0.00;2
AB31;24979710;20230530;RX;1812.00;0.00;1812.00;0.00;0.00;0.00;0.00;2
AB37;11451400;20230530;RX;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2
AB31;24979711;20230530;RX;4200.00;0.00;4200.00;0.00;0.00;0.00;0.00;2
AB31;24979712;20230530;RX;850.00;0.00;850.00;0.00;0.00;0.00;0.00;2
AB31;24979713;20230530;RX;7200.00;0.00;7200.00;0.00;0.00;0.00;0.00;2
AB31;24979714;20230530;RX;850.00;0.00;850.00;0.00;0.00;0.00;0.00;2
AB31;24979715;20230530;RX;850.00;0.00;850.00;0.00;0.00;0.00;0.00;2
AB31;24979716;20230530;RX;9940.00;0.00;9940.00;0.00;0.00;0.00;0.00;2
AB31;24979717;20230530;RX;6254.00;0.00;6254.00;0.00;0.00;0.00;0.00;2
AB31;24979718;20230530;RX;850.00;0.00;850.00;0.00;0.00;0.00;0.00;2
AB31;24979719;20230530;RX;850.00;0.00;850.00;0.00;0.00;0.00;0.00;2
AB31;24979720;20230530;RX;2140.00;0.00;2140.00;0.00;0.00;0.00;0.00;2
AB31;11451401;20230530;RX;6300.00;0.00;6300.00;0.00;0.00;0.00;0.00;2
AB31;24979721;20230530;RX;1200.00;0.00;1200.00;0.00;0.00;0.00;0.00;2
AB31;24979722;20230530;RX;2140.00;0.00;2140.00;0.00;0.00;0.00;0.00;2
AB31;24979723;20230530;RX;3114.00;0.00;3114.00;0.00;0.00;0.00;0.00;2
AB31;24979724;20230530;RX;7300.00;0.00;7300.00;0.00;0.00;0.00;0.00;2
AB31;24979725;20230530;RX;2140.00;0.00;2140.00;0.00;0.00;0.00;0.00;2
AB31;24979726;20230530;RX;2696.00;0.00;2696.00;0.00;0.00;0.00;0.00;2
AB31;24979727;20230530;RX;5400.00;0.00;5400.00;0.00;0.00;0.00;0.00;2
AB31;24979728;20230530;RX;850.00;0.00;850.00;0.00;0.00;0.00;0.00;2
AB31;24979729;20230530;RX;850.00;0.00;850.00;0.00;0.00;0.00;0.00;2
AB31;24979730;20230530;RX;1848.00;0.00;1848.00;0.00;0.00;0.00;0.00;2
AB31;24979731;20230530;RX;5062.00;0.00;5062.00;0.00;0.00;0.00;0.00;2
AB31;24979732;20230530;RX;850.00;0.00;850.00;0.00;0.00;0.00;0.00;2
AB31;24979733;20230530;RX;850.00;0.00;850.00;0.00;0.00;0.00;0.00;2
AB31;24979734;20230530;RX;7448.00;0.00;7448.00;0.00;0.00;0.00;0.00;2
AB31;24979735;20230530;RX;850.00;0.00;850.00;0.00;0.00;0.00;0.00;2
AB31;24979736;20230530;RX;850.00;0.00;850.00;0.00;0.00;0.00;0.00;2
AB31;24979737;20230530;RX;850.00;0.00;850.00;0.00;0.00;0.00;0.00;2
AB31;24979738;20230530;RX;4168.00;0.00;4168.00;0.00;0.00;0.00;0.00;2
AB31;24979739;20230530;RX;4168.00;0.00;4168.00;0.00;0.00;0.00;0.00;2
AB31;24979740;20230530;RX;7070.00;0.00;7070.00;0.00;0.00;0.00;0.00;2
AB31;24979742;20230530;RX;13400.00;0.00;13400.00;0.00;0.00;0.00;0.00;2
AB31;24979743;20230530;RX;17100.00;0.00;17100.00;0.00;0.00;0.00;0.00;2
AB37;24979744;20230530;RX;44600.00;13926.00;30674.00;0.00;0.00;0.00;0.00;2
AB31;24979745;20230530;RX;3900.00;0.00;3900.00;0.00;0.00;0.00;0.00;2
AB31;24979746;20230530;RX;1082.00;0.00;1082.00;0.00;0.00;0.00;0.00;2
AB31;24979748;20230530;RX;1200.00;1200.00;0.00;0.00;0.00;0.00;0.00;2
AB31;11451404;20230530;RX;1500.00;0.00;1500.00;0.00;0.00;0.00;0.00;2
AB31;24979749;20230530;RX;22400.00;5914.00;16486.00;0.00;0.00;0.00;0.00;2
AB31;24979751;20230530;RX;1082.00;0.00;1082.00;0.00;0.00;0.00;0.00;2
AB31;24979752;20230530;RX;3070.00;0.00;3070.00;0.00;0.00;0.00;0.00;2
AB37;24979753;20230530;RX;1566.00;0.00;1566.00;0.00;0.00;0.00;0.00;2
AB31;24979754;20230530;RX;7900.00;0.00;7900.00;0.00;0.00;0.00;0.00;2
AB31;24979755;20230530;RX;11300.00;0.00;11300.00;0.00;0.00;0.00;0.00;2
AB31;24979756;20230530;RX;11400.00;4320.00;7080.00;0.00;0.00;0.00;0.00;2
AB31;24979757;20230530;RX;10500.00;0.00;10500.00;0.00;0.00;0.00;0.00;2
AB37;24979758;20230530;RX;16986.00;0.00;16986.00;0.00;0.00;0.00;0.00;2
AB31;24979759;20230530;RX;22440.00;0.00;22440.00;0.00;0.00;0.00;0.00;2
AB31;24979760;20230530;RX;1718.00;0.00;1718.00;0.00;0.00;0.00;0.00;2
AB31;24979761;20230530;RX;5300.00;0.00;5300.00;0.00;0.00;0.00;0.00;2
AB31;24979762;20230530;RX;1200.00;0.00;1200.00;0.00;0.00;0.00;0.00;2
AB31;24979763;20230530;RX;1220.00;0.00;1220.00;0.00;0.00;0.00;0.00;2
AB31;24979764;20230530;RX;2860.00;0.00;2860.00;0.00;0.00;0.00;0.00;2
AB31;24979741;20230530;ST;420.00;0.00;420.00;0.00;0.00;0.00;420.00;2
AB31;11451402;20230530;ST;3100.00;0.00;3100.00;0.00;0.00;0.00;3100.00;2
AB31;24979747;20230530;ST;450.00;0.00;450.00;0.00;0.00;0.00;450.00;2
AB31;11451403;20230530;ST;1372.00;0.00;1372.00;0.00;0.00;0.00;1372.00;1
AB31;11451405;20230530;ST;1372.00;0.00;1372.00;0.00;0.00;0.00;1372.00;1
AB31;24979750;20230530;ST;590.00;0.00;590.00;0.00;0.00;0.00;590.00;2
AB31;11451406;20230530;ST;1372.00;0.00;1372.00;0.00;0.00;0.00;1372.00;1
AB31;11451407;20230530;ST;1372.00;0.00;1372.00;0.00;0.00;0.00;1372.00;1
AB37;24979910;20230530;RX;11800.00;0.00;11800.00;0.00;0.00;0.00;0.00;2
AB31;24979911;20230530;RX;2140.00;0.00;2140.00;0.00;0.00;0.00;0.00;2
AB31;24979912;20230530;RX;6900.00;0.00;6900.00;0.00;0.00;0.00;0.00;2
AB31;24979913;20230530;RX;1200.00;0.00;1200.00;0.00;0.00;0.00;0.00;2
AB37;11451471;20230530;RX;8100.00;4050.00;4050.00;0.00;0.00;0.00;0.00;2
AB31;24979914;20230530;RX;14500.00;2402.00;12098.00;0.00;0.00;0.00;0.00;2
AB31;11451472;20230530;RX;1400.00;0.00;1400.00;0.00;0.00;0.00;0.00;2
AB31;24979915;20230530;RX;1260.00;0.00;1260.00;0.00;0.00;0.00;0.00;2
AB37;11451473;20230530;RX;1900.00;950.00;950.00;0.00;0.00;0.00;0.00;1
AB37;24979916;20230530;RX;6000.00;0.00;6000.00;0.00;0.00;0.00;0.00;2
AB31;24979917;20230530;RX;14800.00;4682.00;10118.00;0.00;0.00;0.00;0.00;2
AB31;24979918;20230530;RX;18190.00;0.00;18190.00;0.00;0.00;0.00;0.00;2
AB31;11451474;20230530;RX;9600.00;0.00;9600.00;0.00;0.00;0.00;0.00;2
AB31;11451475;20230530;RX;17298.00;0.00;17298.00;0.00;0.00;0.00;0.00;2
AB31;24979919;20230530;RX;1200.00;1200.00;0.00;0.00;0.00;0.00;0.00;2
AB31;24979920;20230530;RX;4120.00;0.00;4120.00;0.00;0.00;0.00;0.00;2
AB31;11451476;20230530;RX;1400.00;0.00;1400.00;0.00;0.00;0.00;0.00;2
AB31;24979921;20230530;RX;2702.00;0.00;2702.00;0.00;0.00;0.00;0.00;2
AB31;11451477;20230530;RX;25080.00;0.00;25080.00;0.00;0.00;0.00;0.00;2
AB31;24979922;20230530;RX;12360.00;0.00;12360.00;0.00;0.00;0.00;0.00;2
AB37;11451478;20230530;RX;2166.00;0.00;2166.00;0.00;0.00;0.00;0.00;2
AB31;24979923;20230530;RX;3114.00;0.00;3114.00;0.00;0.00;0.00;0.00;2
AB31;24979924;20230530;RX;850.00;0.00;850.00;0.00;0.00;0.00;0.00;2
AB31;24979925;20230530;RX;3750.00;0.00;3750.00;0.00;0.00;0.00;0.00;2
AB31;24979926;20230530;RX;3194.00;0.00;3194.00;0.00;0.00;0.00;0.00;2
AB31;24979927;20230530;RX;2140.00;0.00;2140.00;0.00;0.00;0.00;0.00;2
AB31;11451479;20230530;RX;1410.00;0.00;1410.00;0.00;0.00;0.00;0.00;2
AB31;24979928;20230530;RX;3258.00;0.00;3258.00;0.00;0.00;0.00;0.00;2
AB31;24979929;20230530;RX;850.00;0.00;850.00;0.00;0.00;0.00;0.00;2
AB31;24979930;20230530;RX;2336.00;0.00;2336.00;0.00;0.00;0.00;0.00;2
AB31;24979931;20230530;RX;6614.00;0.00;6614.00;0.00;0.00;0.00;0.00;2
AB31;24979932;20230530;RX;850.00;0.00;850.00;0.00;0.00;0.00;0.00;2
AB31;24979933;20230530;RX;850.00;0.00;850.00;0.00;0.00;0.00;0.00;2
AB31;24979934;20230530;RX;850.00;0.00;850.00;0.00;0.00;0.00;0.00;2
AB31;24979935;20230530;RX;490.00;0.00;490.00;0.00;0.00;0.00;0.00;2
AB31;24979940;20230530;RX;5400.00;0.00;5400.00;0.00;0.00;0.00;0.00;2
AB31;24979942;20230530;RX;2400.00;0.00;2400.00;0.00;0.00;0.00;0.00;2
AB31;24979943;20230530;RX;2400.00;0.00;2400.00;0.00;0.00;0.00;0.00;2
AB31;24979944;20230530;RX;2880.00;0.00;2880.00;0.00;0.00;0.00;0.00;2
AB31;24979945;20230530;RX;1200.00;0.00;1200.00;0.00;0.00;0.00;0.00;2
AB37;11451480;20230530;RX;1350.00;0.00;1350.00;0.00;0.00;0.00;0.00;2
AB31;11451481;20230530;RX;6780.00;600.00;6180.00;0.00;0.00;0.00;0.00;2
AB31;11451482;20230530;RX;1400.00;0.00;1400.00;0.00;0.00;0.00;0.00;2
AB31;24979946;20230530;RX;2000.00;0.00;2000.00;0.00;0.00;0.00;0.00;2
AB31;24979947;20230530;RX;7502.00;0.00;7502.00;0.00;0.00;0.00;0.00;2
AB31;11451483;20230530;RX;26600.00;26600.00;0.00;0.00;0.00;0.00;0.00;2
AB31;11451484;20230530;RX;1410.00;0.00;1410.00;0.00;0.00;0.00;0.00;2
AB31;24979948;20230530;RX;1200.00;0.00;1200.00;0.00;0.00;0.00;0.00;2
AB31;11451485;20230530;RX;2080.00;520.00;1560.00;0.00;0.00;0.00;0.00;2
AB31;11451486;20230530;RX;1400.00;0.00;1400.00;0.00;0.00;0.00;0.00;2
AB31;24979949;20230530;RX;17800.00;0.00;17800.00;0.00;0.00;0.00;0.00;2
AB31;24979950;20230530;RX;8600.00;0.00;8600.00;0.00;0.00;0.00;0.00;2
AB31;11451487;20230530;RX;26600.00;0.00;26600.00;0.00;0.00;0.00;0.00;2
AB31;24979951;20230530;RX;1200.00;0.00;1200.00;0.00;0.00;0.00;0.00;2
AB31;11451488;20230530;RX;1480.00;400.00;1080.00;0.00;0.00;0.00;0.00;2
AB37;24979952;20230530;RX;14500.00;0.00;14500.00;0.00;0.00;0.00;0.00;2
AB31;24979953;20230530;RX;13760.00;0.00;13760.00;0.00;0.00;0.00;0.00;2
AB31;11451489;20230530;RX;1400.00;0.00;1400.00;0.00;0.00;0.00;0.00;2
AB31;11451490;20230530;RX;3800.00;0.00;3800.00;0.00;0.00;0.00;0.00;2
AB31;24979954;20230530;RX;1200.00;0.00;1200.00;0.00;0.00;0.00;0.00;2
AB31;24979955;20230530;RX;18600.00;5400.00;13200.00;0.00;0.00;0.00;0.00;2
AB31;24979956;20230530;RX;9202.00;0.00;9202.00;0.00;0.00;0.00;0.00;2
AB31;24979957;20230530;RX;19000.00;0.00;19000.00;0.00;0.00;0.00;0.00;2
AB31;11451491;20230530;RX;6100.00;0.00;6100.00;0.00;0.00;0.00;0.00;2
AB31;24979958;20230530;RX;12010.00;0.00;12010.00;0.00;0.00;0.00;0.00;2
AB31;24979959;20230530;RX;24780.00;0.00;24780.00;0.00;0.00;0.00;0.00;2
AB31;11451470;20230530;ST;2744.00;0.00;2744.00;0.00;0.00;0.00;2744.00;2
AB31;24979936;20230530;ST;420.00;0.00;420.00;0.00;0.00;0.00;420.00;2
AB31;24979937;20230530;ST;380.00;0.00;380.00;0.00;0.00;0.00;380.00;1
AB31;24979938;20230530;ST;420.00;0.00;420.00;0.00;0.00;0.00;420.00;2
AB31;24979939;20230530;ST;380.00;0.00;380.00;0.00;0.00;0.00;380.00;1
AB31;24979941;20230530;ST;420.00;0.00;420.00;0.00;0.00;0.00;420.00;2
AB31;24979490;20230530;RX;8200.00;0.00;8200.00;0.00;0.00;0.00;0.00;2
AB31;24979491;20230530;RX;1280.00;0.00;1280.00;0.00;0.00;0.00;0.00;2
AB31;24979492;20230530;RX;1000.00;0.00;1000.00;0.00;0.00;0.00;0.00;2
AB31;11451324;20230530;RX;18800.00;18800.00;0.00;0.00;0.00;0.00;0.00;2
AB31;24979493;20230530;RX;2860.00;0.00;2860.00;0.00;0.00;0.00;0.00;2
AB31;24979494;20230530;RX;24220.00;8846.00;15374.00;0.00;0.00;0.00;0.00;2
AB31;24979495;20230530;RX;2700.00;0.00;2700.00;0.00;0.00;0.00;0.00;2
AB31;24979496;20230530;RX;14200.00;0.00;14200.00;0.00;0.00;0.00;0.00;2
AB31;11451325;20230530;RX;7172.00;0.00;7172.00;0.00;0.00;0.00;0.00;2
AB31;24979497;20230530;RX;3000.00;0.00;3000.00;0.00;0.00;0.00;0.00;2
AB31;11451326;20230530;RX;3080.00;0.00;3080.00;0.00;0.00;0.00;0.00;2
AB31;11451327;20230530;RX;29300.00;10536.00;18764.00;0.00;0.00;0.00;0.00;2
AB31;24979498;20230530;RX;35300.00;11292.00;24008.00;0.00;0.00;0.00;0.00;2
AB31;24979499;20230530;RX;1082.00;0.00;1082.00;0.00;0.00;0.00;0.00;2
AB31;24979500;20230530;RX;680.00;0.00;680.00;0.00;0.00;0.00;0.00;2
AB31;11451328;20230530;RX;1350.00;0.00;1350.00;0.00;0.00;0.00;0.00;2
AB31;24979501;20230530;RX;15050.00;0.00;15050.00;0.00;0.00;0.00;0.00;2
AB31;11451329;20230530;RX;1416.00;0.00;1416.00;0.00;0.00;0.00;0.00;1
AB31;24979502;20230530;RX;23580.00;0.00;23580.00;0.00;0.00;0.00;0.00;2
AB31;24979503;20230530;RX;6650.00;368.00;6282.00;0.00;0.00;0.00;0.00;2
AB31;24979504;20230530;RX;1000.00;0.00;1000.00;0.00;0.00;0.00;0.00;2
AB31;11451331;20230530;RX;3800.00;0.00;3800.00;0.00;0.00;0.00;0.00;2
AB31;11451332;20230530;RX;21018.00;0.00;21018.00;0.00;0.00;0.00;0.00;2
AB31;24979505;20230530;RX;2700.00;0.00;2700.00;0.00;0.00;0.00;0.00;2
AB31;11451333;20230530;RX;1440.00;0.00;1440.00;0.00;0.00;0.00;0.00;2
AB31;24979506;20230530;RX;15800.00;15800.00;0.00;0.00;0.00;0.00;0.00;2
AB31;24979508;20230530;RX;1110.00;0.00;1110.00;0.00;0.00;0.00;0.00;2
AB31;24979509;20230530;RX;1140.00;0.00;1140.00;0.00;0.00;0.00;0.00;2
AB31;11451334;20230530;RX;3800.00;0.00;3800.00;0.00;0.00;0.00;0.00;2
AB31;24979510;20230530;RX;26620.00;9926.00;16694.00;0.00;0.00;0.00;0.00;2
AB31;11451335;20230530;RX;3554.00;0.00;3554.00;0.00;0.00;0.00;0.00;2
AB31;11451336;20230530;RX;1350.00;0.00;1350.00;0.00;0.00;0.00;0.00;2
AB31;11451337;20230530;RX;800.00;800.00;0.00;0.00;0.00;0.00;0.00;2
AB31;24979511;20230530;RX;11400.00;0.00;11400.00;0.00;0.00;0.00;0.00;2
AB31;24979512;20230530;RX;4800.00;766.00;4034.00;0.00;0.00;0.00;0.00;2
AB31;24979513;20230530;RX;11100.00;0.00;11100.00;0.00;0.00;0.00;0.00;2
AB31;24979514;20230530;RX;10200.00;244.00;9956.00;0.00;0.00;0.00;0.00;2
AB31;11451330;20230530;ST;2400.00;1200.00;1200.00;0.00;0.00;0.00;1200.00;1
AB31;24979507;20230530;ST;580.00;0.00;580.00;0.00;0.00;0.00;580.00;2
AB31;11451338;20230530;ST;7920.00;0.00;7920.00;0.00;0.00;0.00;7920.00;2
AB31;24980283;20230530;RX;4198.00;0.00;4198.00;0.00;0.00;0.00;0.00;2
AB31;24980284;20230530;RX;824.00;0.00;824.00;0.00;0.00;0.00;0.00;2
AB31;24980285;20230530;RX;8100.00;0.00;8100.00;0.00;0.00;0.00;0.00;2
AB31;11451647;20230530;RX;2900.00;0.00;2900.00;0.00;0.00;0.00;0.00;2
AB31;24980286;20230530;RX;1200.00;0.00;1200.00;0.00;0.00;0.00;0.00;2
AB31;11451648;20230530;RX;21210.00;0.00;21210.00;0.00;0.00;0.00;0.00;2
AB31;24980287;20230530;RX;10520.00;0.00;10520.00;0.00;0.00;0.00;0.00;2
AB31;11451649;20230530;RX;7810.00;0.00;7810.00;0.00;0.00;0.00;0.00;2
AB31;24980288;20230530;RX;1200.00;1200.00;0.00;0.00;0.00;0.00;0.00;2
AB31;24980289;20230530;RX;1330.00;0.00;1330.00;0.00;0.00;0.00;0.00;2
AB31;24980290;20230530;RX;1812.00;0.00;1812.00;0.00;0.00;0.00;0.00;2
AB31;11451650;20230530;RX;1840.00;1840.00;0.00;0.00;0.00;0.00;0.00;1
AB31;24980291;20230530;RX;26600.00;0.00;26600.00;0.00;0.00;0.00;0.00;2
AB31;24980293;20230530;RX;2000.00;0.00;2000.00;0.00;0.00;0.00;0.00;2
AB31;24980294;20230530;RX;980.00;0.00;980.00;0.00;0.00;0.00;0.00;2
AB31;24980295;20230530;RX;26600.00;0.00;26600.00;0.00;0.00;0.00;0.00;2
AB31;24980296;20230530;RX;9900.00;0.00;9900.00;0.00;0.00;0.00;0.00;2
AB31;24980297;20230530;RX;3200.00;0.00;3200.00;0.00;0.00;0.00;0.00;2
AB31;11451651;20230530;RX;3800.00;0.00;3800.00;0.00;0.00;0.00;0.00;2
AB31;24980298;20230530;RX;1200.00;1200.00;0.00;0.00;0.00;0.00;0.00;2
AB31;24980299;20230530;RX;40200.00;8138.00;32062.00;0.00;0.00;0.00;0.00;2
AB31;24980300;20230530;RX;1380.00;0.00;1380.00;0.00;0.00;0.00;0.00;2
AB31;24980301;20230530;RX;1330.00;0.00;1330.00;0.00;0.00;0.00;0.00;2
AB31;24980302;20230530;RX;1082.00;0.00;1082.00;0.00;0.00;0.00;0.00;2
AB31;11451652;20230530;RX;6900.00;0.00;6900.00;0.00;0.00;0.00;0.00;2
AB31;24980303;20230530;RX;9826.00;0.00;9826.00;0.00;0.00;0.00;0.00;2
AB31;24980304;20230530;RX;9310.00;0.00;9310.00;0.00;0.00;0.00;0.00;2
AB31;11451653;20230530;RX;5400.00;0.00;5400.00;0.00;0.00;0.00;0.00;2
AB31;24980305;20230530;RX;24030.00;0.00;24030.00;0.00;0.00;0.00;0.00;2
AB31;24980306;20230530;RX;17058.00;0.00;17058.00;0.00;0.00;0.00;0.00;2
AB31;24980307;20230530;RX;1200.00;0.00;1200.00;0.00;0.00;0.00;0.00;2
AB31;24980308;20230530;RX;8400.00;0.00;8400.00;0.00;0.00;0.00;0.00;2
AB37;24980309;20230530;RX;1300.00;405.00;895.00;0.00;0.00;0.00;0.00;2
AB31;24980310;20230530;RX;23500.00;6584.00;16916.00;0.00;0.00;0.00;0.00;2
AB31;24980311;20230530;RX;2700.00;0.00;2700.00;0.00;0.00;0.00;0.00;2
AB37;24980312;20230530;RX;22400.00;0.00;22400.00;0.00;0.00;0.00;0.00;2
AB31;24980313;20230530;RX;9400.00;0.00;9400.00;0.00;0.00;0.00;0.00;2
AB31;11451654;20230530;RX;3800.00;0.00;3800.00;0.00;0.00;0.00;0.00;2
AB31;24980314;20230530;RX;2340.00;0.00;2340.00;0.00;0.00;0.00;0.00;2
AB31;11451655;20230530;RX;17024.00;0.00;17024.00;0.00;0.00;0.00;0.00;2
AB31;24980315;20230530;RX;19400.00;0.00;19400.00;0.00;0.00;0.00;0.00;2
AB31;24980292;20230530;ST;4800.00;1440.00;3360.00;0.00;0.00;0.00;3360.00;2
AB31;24981206;20230530;RX;1240.00;0.00;1240.00;0.00;0.00;0.00;0.00;2
AB31;24981207;20230530;RX;3070.00;0.00;3070.00;0.00;0.00;0.00;0.00;2
AB31;24981208;20230530;RX;7102.00;0.00;7102.00;0.00;0.00;0.00;0.00;2
AB31;11451941;20230530;RX;850.00;0.00;850.00;0.00;0.00;0.00;0.00;2
AB31;24981209;20230530;RX;3054.00;0.00;3054.00;0.00;0.00;0.00;0.00;2
AB31;24981210;20230530;RX;5060.00;0.00;5060.00;0.00;0.00;0.00;0.00;2
AB31;11451942;20230530;RX;850.00;0.00;850.00;0.00;0.00;0.00;0.00;2
AB37;24978868;20230530;RX;22800.00;0.00;22800.00;0.00;0.00;0.00;0.00;2
AB31;24978869;20230530;RX;4300.00;0.00;4300.00;0.00;0.00;0.00;0.00;2
AB31;24978870;20230530;RX;4310.00;0.00;4310.00;0.00;0.00;0.00;0.00;2
AB37;24978871;20230530;RX;24022.00;0.00;24022.00;0.00;0.00;0.00;0.00;2
AB31;11451565;20230530;RX;840.00;0.00;840.00;0.00;0.00;0.00;0.00;2
AB31;24980055;20230530;RX;13400.00;0.00;13400.00;0.00;0.00;0.00;0.00;2
AB31;11451566;20230530;RX;4450.00;0.00;4450.00;0.00;0.00;0.00;0.00;2
AB31;24980056;20230530;RX;5650.00;0.00;5650.00;0.00;0.00;0.00;0.00;2
AB31;24980057;20230530;RX;4400.00;0.00;4400.00;0.00;0.00;0.00;0.00;2
AB31;11451567;20230530;RX;1400.00;0.00;1400.00;0.00;0.00;0.00;0.00;2
AB31;24980058;20230530;RX;10600.00;0.00;10600.00;0.00;0.00;0.00;0.00;2
AB31;24980059;20230530;RX;3900.00;0.00;3900.00;0.00;0.00;0.00;0.00;2
AB31;24980060;20230530;RX;9000.00;0.00;9000.00;0.00;0.00;0.00;0.00;2
AB31;24980061;20230530;RX;1200.00;0.00;1200.00;0.00;0.00;0.00;0.00;2
AB31;24980062;20230530;RX;2702.00;0.00;2702.00;0.00;0.00;0.00;0.00;2
AB37;11451570;20230530;RX;20200.00;0.00;20200.00;0.00;0.00;0.00;0.00;2
AB31;11451571;20230530;RX;1400.00;0.00;1400.00;0.00;0.00;0.00;0.00;2
AB31;11451572;20230530;RX;10350.00;0.00;10350.00;0.00;0.00;0.00;0.00;2
AB31;24980064;20230530;RX;1200.00;0.00;1200.00;0.00;0.00;0.00;0.00;2
AB31;24980065;20230530;RX;35100.00;11942.00;23158.00;0.00;0.00;0.00;0.00;2
AB31;11451573;20230530;RX;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2
AB37;11451574;20230530;RX;3600.00;3600.00;0.00;0.00;0.00;0.00;0.00;2
AB31;24980066;20230530;RX;4908.00;0.00;4908.00;0.00;0.00;0.00;0.00;2
AB31;24980067;20230530;RX;11700.00;0.00;11700.00;0.00;0.00;0.00;0.00;2
AB31;11451576;20230530;RX;1400.00;0.00;1400.00;0.00;0.00;0.00;0.00;2
AB31;24980068;20230530;RX;1200.00;0.00;1200.00;0.00;0.00;0.00;0.00;2
AB31;24980069;20230530;RX;17210.00;0.00;17210.00;0.00;0.00;0.00;0.00;2
AB31;24980070;20230530;RX;5880.00;0.00;5880.00;0.00;0.00;0.00;0.00;2
AB31;24980071;20230530;RX;9000.00;3302.00;5698.00;0.00;0.00;0.00;0.00;2
AB31;24980072;20230530;RX;4102.00;0.00;4102.00;0.00;0.00;0.00;0.00;2
AB37;11451577;20230530;RX;10100.00;5050.00;5050.00;0.00;0.00;0.00;0.00;2
AB37;24980073;20230530;RX;15600.00;0.00;15600.00;0.00;0.00;0.00;0.00;2
AB31;24980074;20230530;RX;3900.00;0.00;3900.00;0.00;0.00;0.00;0.00;2
AB31;24980075;20230530;RX;8850.00;0.00;8850.00;0.00;0.00;0.00;0.00;2
AB31;24980076;20230530;RX;41600.00;17056.00;24544.00;0.00;0.00;0.00;0.00;2
AB31;24980077;20230530;RX;14600.00;0.00;14600.00;0.00;0.00;0.00;0.00;2
AB31;11451578;20230530;RX;4866.00;0.00;4866.00;0.00;0.00;0.00;0.00;2
AB37;24980078;20230530;RX;12000.00;0.00;12000.00;0.00;0.00;0.00;0.00;2
AB37;11451579;20230530;RX;4000.00;2000.00;2000.00;0.00;0.00;0.00;0.00;1
AB31;24980079;20230530;RX;32350.00;0.00;32350.00;0.00;0.00;0.00;0.00;2
AB31;24980080;20230530;RX;30900.00;12956.00;17944.00;0.00;0.00;0.00;0.00;2
AB31;11451580;20230530;RX;1400.00;0.00;1400.00;0.00;0.00;0.00;0.00;2
AB31;11451581;20230530;RX;1350.00;0.00;1350.00;0.00;0.00;0.00;0.00;2
AB31;24980081;20230530;RX;19300.00;0.00;19300.00;0.00;0.00;0.00;0.00;2
AB31;11451582;20230530;RX;9740.00;0.00;9740.00;0.00;0.00;0.00;0.00;2
AB31;24980082;20230530;RX;2702.00;0.00;2702.00;0.00;0.00;0.00;0.00;2
AB31;24980083;20230530;RX;30900.00;10922.00;19978.00;0.00;0.00;0.00;0.00;2
AB31;24980084;20230530;RX;1200.00;0.00;1200.00;0.00;0.00;0.00;0.00;2
AB31;24980085;20230530;RX;26100.00;5766.00;20334.00;0.00;0.00;0.00;0.00;2
AB37;11451583;20230530;RX;14600.00;0.00;14600.00;0.00;0.00;0.00;0.00;2
AB31;11451568;20230530;ST;680.00;0.00;680.00;0.00;0.00;34.00;714.00;2
AB31;11451569;20230530;ST;4800.00;2880.00;1920.00;0.00;0.00;0.00;1920.00;2
AB37;24980063;20230530;ST;1800.00;0.00;1800.00;0.00;0.00;270.00;2070.00;2
AB31;11451575;20230530;ST;5000.00;2500.00;2500.00;0.00;0.00;0.00;2500.00;1
AB31;24979685;20230530;RX;8494.00;4248.00;4246.00;0.00;0.00;0.00;0.00;2
AB31;11451385;20230530;RX;5900.00;0.00;5900.00;0.00;0.00;0.00;0.00;2
AB31;24979686;20230530;RX;1200.00;0.00;1200.00;0.00;0.00;0.00;0.00;2
AB31;24979687;20230530;RX;1100.00;0.00;1100.00;0.00;0.00;0.00;0.00;2
AB37;11451386;20230530;RX;9600.00;0.00;9600.00;0.00;0.00;0.00;0.00;2
AB31;24979688;20230530;RX;1406.00;0.00;1406.00;0.00;0.00;0.00;0.00;2
AB31;24979689;20230530;RX;2702.00;0.00;2702.00;0.00;0.00;0.00;0.00;2
AB31;24979690;20230530;RX;4200.00;1260.00;2940.00;0.00;0.00;0.00;0.00;2
AB37;24979691;20230530;RX;16100.00;0.00;16100.00;0.00;0.00;0.00;0.00;2
AB31;11451387;20230530;RX;1200.00;0.00;1200.00;0.00;0.00;0.00;0.00;2
AB31;24979692;20230530;RX;9000.00;2252.00;6748.00;0.00;0.00;0.00;0.00;2
